file_name,alpha,conversion_confidence,flux_unit,lh,logg,metallicity,original_flux_unit,original_wavelength_unit,source,teff,units_standardized,vtur,wavelength_unit
Kurucz2003all_fid16185.txt,0,999.9,2,1.25,2.0,-0.5,999.9,999.9,999.9,10000.0,999.9,2,999.9
Kurucz2003all_fid16186.txt,0,999.9,2,1.25,2.5,-0.5,999.9,999.9,999.9,10000.0,999.9,2,999.9
Kurucz2003all_fid16187.txt,0,999.9,2,1.25,3.0,-0.5,999.9,999.9,999.9,10000.0,999.9,2,999.9
Kurucz2003all_fid16188.txt,0,999.9,2,1.25,3.5,-0.5,999.9,999.9,999.9,10000.0,999.9,2,999.9
Kurucz2003all_fid16189.txt,0,999.9,2,1.25,4.0,-0.5,999.9,999.9,999.9,10000.0,999.9,2,999.9
Kurucz2003all_fid16190.txt,0,999.9,2,1.25,4.5,-0.5,999.9,999.9,999.9,10000.0,999.9,2,999.9
Kurucz2003all_fid16191.txt,0,999.9,2,1.25,5.0,-0.5,999.9,999.9,999.9,10000.0,999.9,2,999.9
Kurucz2003all_fid16192.txt,0,999.9,2,1.25,2.0,-0.5,999.9,999.9,999.9,10250.0,999.9,2,999.9
Kurucz2003all_fid16193.txt,0,999.9,2,1.25,2.5,-0.5,999.9,999.9,999.9,10250.0,999.9,2,999.9
Kurucz2003all_fid16194.txt,0,999.9,2,1.25,3.0,-0.5,999.9,999.9,999.9,10250.0,999.9,2,999.9
Kurucz2003all_fid16195.txt,0,999.9,2,1.25,3.5,-0.5,999.9,999.9,999.9,10250.0,999.9,2,999.9
Kurucz2003all_fid16196.txt,0,999.9,2,1.25,4.0,-0.5,999.9,999.9,999.9,10250.0,999.9,2,999.9
Kurucz2003all_fid16197.txt,0,999.9,2,1.25,4.5,-0.5,999.9,999.9,999.9,10250.0,999.9,2,999.9
Kurucz2003all_fid16198.txt,0,999.9,2,1.25,5.0,-0.5,999.9,999.9,999.9,10250.0,999.9,2,999.9
Kurucz2003all_fid16199.txt,0,999.9,2,1.25,2.0,-0.5,999.9,999.9,999.9,10500.0,999.9,2,999.9
Kurucz2003all_fid16200.txt,0,999.9,2,1.25,2.5,-0.5,999.9,999.9,999.9,10500.0,999.9,2,999.9
