Wavelength,Transmission
3000.0,0.0
3100.0,0.0889
3200.0,0.2216
3300.0,0.3495
3400.0,0.455
3500.0,0.4956
3600.0,0.4547
3700.0,0.2782
3800.0,0.0599
3900.0,0.0
