Wavelength,Transmission
5000.0,0.0
5100.0,0.1084
5200.0,0.3146
5300.0,0.3477
5400.0,0.3085
5500.0,0.2475
5600.0,0.18
5700.0,0.1165
5800.0,0.0641
5900.0,0.0297
6000.0,0.0117
6100.0,0.0036
6200.0,0.001
6300.0,0.0003
6400.0,0.0
